show_id,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,type,date_added_year
81122206,Til Death Do Us Part,"Cho Li, Chen Hung-yi, Weica Wang, Liu Bang-yao, Lin Guan-fu, Shen Chi, YC Tom Lee","Wen Chen-ling, River Huang, Lin He-xuan, Phoebe Lin, Janel Tsai, Dara Hanfman, Hsia Teng-hung, Nikki Hsin-Ying Hsieh",Taiwan,2019-08-15,2019,TV-MA,1 Season,"international tv shows, tv dramas, tv thrillers","based on the speculative short stories of mirrorfiction, this sci-fi thriller anthology plunges headlong into our deepest desires – and darkest fears.",TV Show,2019
81004321,Whindersson Nunes: Adult,Diego Pignataro,Whindersson Nunes,Brazil,2019-08-15,2019,TV-MA,69 min,stand-up comedy,brazilian youtube sensation whindersson nunes revisits his humble beginnings and much more in a series of playful stories and peculiar songs.,Movie,2019
80223113,Happy Jail,director desconhecido,cast desconhecido,country desconhecido,2019-08-14,2019,TV-MA,1 Season,"crime tv shows, docuseries","the philippine jail known for a viral michael jackson dance video comes under the management of an ex-convict, sparking controversy and criticism.",TV Show,2019
70283264,The 100,director desconhecido,"Eliza Taylor, Paige Turco, Bob Morley, Marie Avgeropoulos, Christopher Larkin, Henry Ian Cusick, Isaiah Washington, Lindsey Morgan, Devon Bostick, Richard Harmon, Ricky Whittle, Jarod Joseph, Chelsey Reist, Sachin Sahel, Adina Porter",United States,1900-01-01,2019,TV-14,6 Seasons,"tv action & adventure, tv dramas, tv sci-fi & fantasy","a century after earth was devastated by a nuclear apocalypse, 100 space station residents are sent to the planet to determine whether it's habitable.",TV Show,1900
81147274,Uyare,Manu Ashokan,"Parvathy, Asif Ali, Tovino Thomas, Siddique, Pratap Pothan, Samyuktha Menon, Anarkali Marikar, Prem Prakash",India,2019-08-14,2019,TV-14,119 min,"dramas, international movies",an aspiring pilot fights for her future – and justice – after surviving an acid attack from her abusive boyfriend.,Movie,2019
81147278,90 ML,Anita Udeep,"Oviya, Masoom Shankar, Bommu Lakshmi, Monisha Ram, Tej Raj, Shree Gopika, Anson Paul, Devadarshini Chetan",India,2019-08-13,2019,TV-14,123 min,"comedies, international movies, music & musicals",four friends shake up their lives when they meet a new woman in their apartment complex who encourages them to embrace their wild sides.,Movie,2019
81146011,Calum von Moger: Unbroken,Vlad Yudin,Calum Von Moger,United States,2019-08-13,2019,TV-MA,93 min,"documentaries, sports movies","bodybuilder and two-time mr. universe, calum von moger, reflects on his rise to fame and battle to come back from a debilitating injury.",Movie,2019
81123826,Hasta los dientes,Alberto Arnaut Estrada,cast desconhecido,Mexico,2019-08-13,2018,TV-MA,109 min,"documentaries, international movies","this documentary follows the controversy surrounding the 2010 murders of two students, who were framed as criminals and killed by the mexican military.",Movie,2019
80161728,Knightfall,director desconhecido,"Tom Cullen, Jim Carter, Pádraic Delaney, Simon Merrells, Julian Ovenden, Olivia Ross, Ed Stoppard, Sabrina Bartlett, Bobby Schofield, Sarah-Sofie Boussnina",United States,1900-01-01,2019,TV-14,2 Seasons,tv dramas,"fifteen years after the crusades ended in defeat, a veteran knight becomes master of his order's paris temple and discovers a shocking secret.",TV Show,1900
81002933,Tiffany Haddish Presents: They Ready,director desconhecido,"Tracey Ashley, Flame Monroe, Aida Rodriguez, Marlo Williams, April Macie, Chaunté Wayans, Tiffany Haddish",United States,2019-08-13,2019,TV-MA,1 Season,"stand-up comedy & talk shows, tv comedies","hand-picked by tiffany haddish, six diverse comedians showcase their raw humor in a series of specials oozing with energy.",TV Show,2019
81135868,Woodstock,Barak Goodman,cast desconhecido,United States,2019-08-13,2019,TV-MA,97 min,"documentaries, music & musicals","for the 50th anniversary of the legendary woodstock festival, organizers and attendees reminisce about one of the defining moments of the 1960s.",Movie,2019
81145135,DC Super Hero Girls,director desconhecido,"Grey Griffin, Tara Strong, Nicole Sullivan, Kari Wahlgren, Myrna Velasco, Kimberly Brooks",United States,2019-08-12,2019,TV-Y7-FV,1 Season,kids' tv,"as metropolis high students, super teens wonder woman, supergirl, bumblebee, batgirl, zatanna, and green lantern fight crime, classwork and crushes.",TV Show,2019
80100929,Cable Girls,director desconhecido,"Blanca Suárez, Nadia de Santiago, Ana Fernández, Maggie Civantos, Ana Polvorosa, Yon González, Martiño Rivas, Nico Romero, Borja Luna, Sergio Mur, Concha Velasco, Antonio Velázquez, Ernesto Alterio, Ira del Río, Angela Cremonte, Andrea Carballo",Spain,1900-01-01,2019,TV-MA,4 Seasons,"international tv shows, romantic tv shows, spanish-language tv shows","in 1920s madrid, four women at the national telephone company ring in revolution as they manage romance, friendship and the modern workplace.",TV Show,1900
81156592,Colin Quinn: Red State Blue State,Robert Moresco,Colin Quinn,country desconhecido,2019-08-09,2019,TV-14,66 min,stand-up comedy,stand-up comedian colin quinn calls out the hypocrisies of the left and the right in this special based on his politically charged off-broadway show.,Movie,2019
80114988,GLOW,director desconhecido,"Alison Brie, Betty Gilpin, Marc Maron, Britney Young, Sydelle Noel, Gayle Rankin, Sunita Mani, Kimmy Gatewood, Rebekka Johnson, Jackie Tohn, Ellen Wong, Kate Nash, Britt Baron, Kia Stevens, Chris Lowell, Alex Rich",United States,1900-01-01,2019,TV-MA,3 Seasons,"tv comedies, tv dramas","in 1980s la, a crew of misfits reinvent themselves as the gorgeous ladies of wrestling. a comedy by the team behind ""orange is the new black.""",TV Show,1900
80027159,IZombie,director desconhecido,"Rose McIver, Malcolm Goodwin, Rahul Kohli, Robert Buckley, David Anders, Aly Michalka",United States,1900-01-01,2019,TV-14,5 Seasons,"tv comedies, tv dramas, tv horror",a medical student-turned-zombie tries to retain her humanity by eating brains at the morgue and finds she has an uncanny new gift for solving crimes.,TV Show,1900
81074367,Jaoon Kahan Bata Ae Dil,Aadish Keluskar,"Khushboo Upadhyay, Rohit Kokate, Himanshu Kohli, Mohammed Shakir",India,2019-08-09,2018,TV-MA,107 min,"dramas, independent movies, international movies","a couple’s caustic, increasingly jarring interactions over a mumbai evening strain their relationship until it threatens to break at its fraying seams.",Movie,2019
81091977,Rocko's Modern Life: Static Cling,"Joe Murray, Cosmo Segurson","Carlos Alazraqui, Tom Kenny, Charlie Adler, Jill Talley, Mr. Lawrence, Joe Murray",United States,2019-08-09,2019,TV-Y7,46 min,"children & family movies, comedies, lgbtq movies","after 20 years in space, rocko struggles to adjust to life in 21st century o-town and makes it his mission to get his favorite show back on the air.",Movie,2019
80217315,Sintonia,director desconhecido,"Christian Malheiros, Jottapê, Bruna Mascarenhas",Brazil,2019-08-09,2019,TV-MA,1 Season,"crime tv shows, international tv shows, tv dramas","three teens living in the same são paulo favela pursue their dreams while maintaining their friendship, amid a world of music, drugs and religion.",TV Show,2019
80063867,The Family,Jesse Moss,"James Cromwell, David Rysdahl, Ben Rosenfield, Zachary Booth",country desconhecido,2019-08-09,2019,TV-14,1 Season,docuseries,"an enigmatic conservative christian group known as the family wields enormous influence in washington, d.c., in pursuit of its global ambitions.",TV Show,2019
80243216,The InBESTigators,director desconhecido,"Abby Bergman, Anna Cooke, Aston Droomer, Jamil Smyth-Secka, James Saunders, Maria Angelico, Eliza Ong",Australia,2019-08-09,2019,TV-G,1 Season,"kids' tv, tv comedies","four clever school kids start their own detective agency and vlog about their adventures, becoming fast friends in the process.",TV Show,2019
81016914,Tiny House Nation,director desconhecido,cast desconhecido,United States,2019-08-09,2019,TV-PG,1 Season,reality tv,"traveling the u.s., host john weisbarth and expert zack giffin are helping families prep for the tiny lifestyle and create hypercustomized mini homes.",TV Show,2019
81153372,Westside vs. the World,Michael Fahey,"Ron Perlman, Louie Simmons",country desconhecido,2019-08-09,2019,TV-MA,96 min,"documentaries, sports movies","a look into the journey of influential strength coach louie simmons and the westside barbell gym he founded, evolving the sport of powerlifting.",Movie,2019
80178427,Bad Guys,director desconhecido,"Kim Sang-jung, Ma Dong-seok, Park Hae-Jin, Cho Dong-hyuk, Kang Ye-won, Kang Shin-il, Ji-a Min, Hwang Seung-eon",South Korea,2019-08-08,2014,TV-MA,1 Season,"crime tv shows, international tv shows, korean tv shows","reinstated to eradicate the worst crimes in the city, a detective requests the release of three convicts to enlist their help in catching the felons.",TV Show,2019
81079322,Dollar,director desconhecido,"Adel Karam, Amel Bouchoucha",Lebanon,2019-08-08,2019,TV-MA,1 Season,"international tv shows, tv dramas",beautiful executive assistant zeina reluctantly teams up with the self-assured tarek to chase down an elusive dollar bill worth $1 million.,TV Show,2019
80027158,Jane The Virgin,director desconhecido,"Gina Rodriguez, Andrea Navedo, Yael Grobglas, Justin Baldoni, Ivonne Coll, Brett Dier, Jaime Camil, Anthony Mendez",United States,1900-01-01,2019,TV-14,5 Seasons,"romantic tv shows, tv comedies, tv dramas","after vowing to remain chaste until marriage, jane villanueva learns she's pregnant due to a medical slip-up and has to rethink her future.",TV Show,1900
70183165,Judy Moody and the Not Bummer Summer,John Schultz,"Jordana Beatty, Heather Graham, Parris Mosteller, Preston Bailey, Kristoffer Ryan Winters, Garrett Ryan, Jaleel White, Ashley Boettcher, Taylar Hender, Cameron Boyce, Jenica Bergere, Janet Varney",United States,2019-08-08,2011,PG,91 min,"children & family movies, comedies","in this family film, never-dull third-grader judy moody embarks on a summer adventure with her brother, stink, and always-up-for-fun aunt opal.",Movie,2019
80183878,Let's Eat 2,director desconhecido,"Yoon Du-jun, Seo Hyun-jin, Kwon Yul, Kim Hee-won, Hwang Seog-jeong, Cho Eun-ji, Hwang Seung-un, Lee Ju-seung, Kim Ji-young","Malaysia, Singapore, Hong Kong",2019-08-08,2015,TV-14,1 Season,"international tv shows, korean tv shows, romantic tv shows",two classmates from elementary school reunite as next-door neighbors and discover their relationship was – and still is – defined by food.,TV Show,2019
80177986,Let’s Eat,director desconhecido,"Lee Soo-kyung, Yoon Du-jun, Yoon So-hui, Shim Hyoung-tak, Do-yeon Lee, Jang Won-young, Jung Soo-young",South Korea,2019-08-08,2013,TV-14,1 Season,"international tv shows, korean tv shows, romantic tv shows","with the help of her neighbors, a divorced woman residing in a one-person-household apartment complex learns to balance living alone and eating well.",TV Show,2019
80165295,Misaeng,director desconhecido,"Im Si-wan, Kang So-ra, Lee Sung-min, Kang Ha-neul, Byun Yo-han, Kim Dae-myeong, Shin Eun-jung, Park Hae-joon",South Korea,2019-08-08,2014,TV-14,1 Season,"international tv shows, korean tv shows, tv dramas","equipped with nothing more than a ged and strategies for the game of go, an office intern gets thrown into the cold reality of the corporate world.",TV Show,2019
80178404,Oh My Ghost,director desconhecido,"Park Bo-young, Cho Jung-seok, Lim Ju-hwan, Kim Seul-ki",South Korea,2019-08-08,2015,TV-14,1 Season,"international tv shows, korean tv shows, romantic tv shows","possessed by the ghost of a lustful virgin, a timid assistant chef becomes confidently libidinous, drawing the attention of a haughty culinary star.",TV Show,2019
80165487,Reply 1994,Shin Won-ho,"Go Ara, Jung Woo, Sung Dong-il, Dohee, Son Ho-jun, Kim Sung-kyun, Cha Seon-wu, Yoo Yeon-seok, Lee Il-hwa",South Korea,2019-08-08,2014,TV-14,1 Season,"international tv shows, korean tv shows, romantic tv shows","all hailing from various parts of korea, a group of college students go from being complete strangers to a big happy family at a seoul boarding house.",TV Show,2019
70297144,Reply 1997,Shin Won-ho,"Jung Eun-ji, Seo In-guk, Shin So-yul, Ji-won Eun, Lee Ho-won, Lee Si-eon, Sung Dong-il, Lee Il-hwa, Song Jong-ho",South Korea,2019-08-08,2012,TV-14,1 Season,"international tv shows, korean tv shows, romantic tv shows","as a teen, shi won was obsessed with a boy band. now 33 years old, shi won and her friends are reviving their memories as their school reunion nears.",TV Show,2019
81087761,Roll Red Roll,Nancy Schwartzman,cast desconhecido,United States,2019-08-08,2018,TV-MA,80 min,documentaries,"this compelling documentary follows the 2012 steubenville, ohio rape case, putting social media and high school football culture in the spotlight.",Movie,2019
81065902,St. Agatha,Darren Lynn Bousman,"Sabrina Kern, Carolyn Hennesy, Courtney Halverson, Shaun Fletcher, Lindsay Seim, Hannah Fierman, Trin Miller, Seth Michaels, Justin Miles",United States,2019-08-08,2018,TV-MA,103 min,"horror movies, independent movies","unwed and pregnant, a young woman flees her abusive home in 1950s georgia and takes refuge at a mysterious convent with a terrible secret.",Movie,2019
80239462,The Naked Director,director desconhecido,"Takayuki Yamada, Shinnosuke Mitsushima, Tetsuji Tamayama, Misato Morita, Tokio Emoto, Sairi Ito, Ami Tomite, Takenori Goto, Koyuki, Lily Franky, Jun Kunimura, Ryo Ishibashi, Kotaro Yoshida, Itsuji Itao, Kimiko Yo",Japan,2019-08-08,2019,TV-MA,1 Season,"international tv shows, tv dramas","in 1980s japan, one determined man turned every crushing setback into opportunity. his name was toru muranishi, and he revolutionized his industry.",TV Show,2019
80230293,Wu Assassins,director desconhecido,"Iko Uwais, Katheryn Winnick, Byron Mann, Tommy Flanagan, Li Jun Li, Celia Au, Lewis Tan, Lawrence Kao, Juju Chan, Tzi Ma, Cranston Johnson, Mark Dacascos, Kevin Durand, Jeff Fahey, Summer Glau",United States,2019-08-08,2019,TV-MA,1 Season,"tv action & adventure, tv sci-fi & fantasy",an unassuming san francisco chef becomes the latest in a long line of assassins chosen to keep the mystical wu powers out of the wrong hands.,TV Show,2019
81112446,Badla,Sujoy Ghosh,"Amitabh Bachchan, Taapsee Pannu, Amrita Singh, Tony Luke, Manav Kaul",India,2019-08-07,2019,TV-14,117 min,"international movies, thrillers","when a woman is accused of killing her lover, a renowned lawyer is hired – but the more they try to  untangle the truth, the more convoluted it becomes.",Movie,2019
81088318,The Pursuit,John Papola,Arthur Brooks,United States,2019-08-07,2019,TV-14,76 min,documentaries,"in a time of turbulence for the free market system, one economist explores how it has lifted billions out of poverty, and might just save us all.",Movie,2019
80080617,Theo Von: No Offense,John Asher,Theo Von,United States,2019-08-07,2016,TV-MA,67 min,stand-up comedy,"southern charmer theo von offers up a twisted take on his dating mishaps, meeting brad pitt, chasing down fugitive chimpanzees and more.",Movie,2019
80044888,Crazy Beautiful You,Mae Czarina Cruz,"Kathryn Bernardo, Daniel Padilla, Lorna Tolentino, Gabby Concepcion, Inigo Pascual",Philippines,2019-08-06,2015,TV-PG,114 min,"comedies, dramas, international movies",a rebellious daughter accompanies her mother on a medical mission where she falls for the handsome politician's son assigned to be her chaperone.,Movie,2019
80050006,I'm Brent Morin,Lance Bangs,Brent Morin,United States,2019-08-06,2015,TV-MA,67 min,stand-up comedy,"in a witty solo show, brent morin serves up infectious laughs on the agony of puberty, hot guy problems and the time a girl dumped him for a magician.",Movie,2019
